# 这是本地源列表，一行一个源，格式为：频道名称,接口地址$!
# 支持设置白名单：接口后添加$!
# The local source list, one line per source, format: channel name, interface address$!
# Support setting whitelist: add  after the interface$!

华视,rtmp://f13h.mine.nu/sat/tv111
江苏泗洪新闻综合,http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8?zjiangsd$!
江苏赣榆新闻综合,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8?zjiangsd$!
江苏淮安公共频道,http://live1.habctv.com/ggpdsl/sd/live.m3u8?zjiangsd$!
江苏淮安影院娱乐,http://live1.habctv.com/ysylsl/sd/live.m3u8?zjiangsd$!
江苏江宁新闻频道,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8?zjiangsd$!
江苏江阴新闻综合,http://221.228.70.101:8080/live/xinwen.m3u8$!
江苏沛县新闻综合,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8?zjiangsd$!
江苏宿豫综合频道,https://suyu-tv-hls.cm.jstv.com/suyu-tv/syzhpd.m3u8?zjiangsd$!
江苏武进新闻频道,https://live.wjyanghu.com/live/CH1.m3u8?zjiangsd$!
江苏睢宁综合频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8?zjiangsd$!
江苏武进生活频道,https://live.wjyanghu.com/live/CH2.m3u8?zjiangsd$!
江苏靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8?zjiangsd$!
江苏姜堰新闻综合,https://jiangyan-tv-hls.cm.jstv.com/jiangyan-tv/jiangyanzh.m3u8?zjiangsd$!
江苏镇江新闻综合,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8$!
四川频道,#genre#$!
四川自贡综合,http://110.189.153.160:1001/zhpd.flv?zsicd$!
四川德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8$!
四川德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8?zsicd$!
四川甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv?zsicd$!
四川松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8?zsicd$!
四川松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8$!
四川汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8$!
四川汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8?zsicd$!
四川利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8?zsicd$!
四川泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8?zsicd$!
四川泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8$!
四川泸县新闻综合,http://lxfile.lxxcb.cn:80/nmip-media/channellive/channel103799/playlist.m3u8$!
四川广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8$!
四川广安公共频道,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8$!
四川达州新闻综合,http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv$!
四川达州公共频道,http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv$!
四川达州通川频道,http://tv.drs.dzxw.net/channellive/tcpd-dz3.flv$!
四川自贡综合频道,http://110.189.153.160:1001/zhpd.flv$!
四川自贡公共频道,http://110.189.153.160:1002/ggpd.flv$!
四川甘孜综合频道,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv$!
四川南部新闻综合,http://pili-live-rtmp.148.i2863.com/i2863-148/live_148_811389.m3u8$!
四川黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8$!
四川金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd$!
四川金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8$!
四川金川乡村频道,http://live.jinchuanrmt.com:90/live/jcxc.m3u8$!
四川利州综合频道,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8$!
四川利州综合频道,http://tvfile.lzgbdst.com:80/nmip-media/channellive/channel106876/playlist.m3u8$!
四川青神综合频道,http://lmt.scqstv.com:80/live1/live1.m3u8$!
四川德格综合频道,http://dgfile.ganzitv.com:80/nmip-media/channellive/channel101955/playlist.m3u8$!
四川纳溪新闻频道,https://bl.ainaxi.cn/live/d1b85c45e7b74e96bdd950e047c7fd94.m3u8$!
四川纳溪新闻频道,https://bl.ainaxi.cn:443/live/d1b85c45e7b74e96bdd950e047c7fd94.m3u8$!
四川叙永综合频道,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8$!
四川广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8?zsicd$!
四川泸州公共,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8?zsicd$!
四川泸州公共,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8$!
四川泸州科教,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8?zsicd$!
四川泸州科教,http://file.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8$!
四川泸州科教,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8$!
四川长宁综合,http://cnpull.sccnfb.com/live/123456.m3u8?zsicd$!
四川什邡新闻频道,http://live.sfrmt.com:85/live/zhpd.m3u8?zsicd$!
四川什邡新闻频道,http://live.sfrmt.com:85/live/zhpd.m3u8$!
四川金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8?zsicd$!
四川青神综合,http://lmt.scqstv.com/live1/live1.m3u8?zsicd$!
四川纳溪新闻,https://bl.ainaxi.cn/live/d1b85c45e7b74e96bdd950e047c7fd94.m3u8?zsicd$!
四川叙永综合,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8?zsicd$!
四川资阳综合频道,https://zbsczy.zyrb.com.cn/zygc/q_live169940503167305.m3u8$!
四川雁江电视,https://zbsczy.zyrb.com.cn/zygc/q_live169940504887269.m3u8$!
四川金堂电视台,http://live.jtxwzx.com.cn:80/jtdst/hd/live.m3u8$!
四川龙泉驿新闻综合,https://live-pull.newslqy.com/live/fmzb1682404988829.m3u8$!
四川长宁综合频道,http://cnpull.sccnfb.com:80/live/123456.m3u8$!
四川宣汉新闻综合,http://livexuanhan.chinamcache.com:80/live/push1.m3u8$!
四川罗江新闻综合,http://pull.luojiangrongmei.com/ljds/ljtv.m3u8$!
四川仪陇综合频道,https://p8.vzan.com/slowlive/359346337558319596/live.m3u8$!
四川朝天新闻综合,https://m3u8.channel.dzsm.com:443/nmip-media/channellive/channel104601/playlist.m3u8$!
四川剑阁新闻综合,https://tvfile.scjgtv.cn:443/nmip-media/channellive/channel104126/playlist.m3u8$!
四川青川新闻综合,http://qcfile.qcrmt.com:80/nmip-media/channellive/channel100933/playlist.m3u8$!
四川旺苍新闻综合,http://channel.wcrmt.cn:80/nmip-media/channellive/channel105268/playlist.m3u8$!
四川昭化综合频道,http://live.zhgbtv.cn:3100/hls/kwqtkbbi/index.m3u8$!
四川彭山综合频道,http://m3u8tv.psrm.net:80/nmip-media/channellive/channel100740/playlist.m3u8$!
四川西昌综合频道,http://xcfb.screx.com.cn:18085/hlsnew1/channel1.m3u8$!
四川夹江新闻综合,rtmp://tv.jjrm.org.cn/channellive/ch1$!
四川井研新闻综合,http://tvfile.jyrmt.cn:80/nmip-media/channellive/channel104452/playlist.m3u8$!
四川犍为新闻综合,http://r8.vzan.com:80/v/slowlive_230559508552681163.m3u8$!
四川沙湾综合频道,http://tvfile.swrmt.com:80/nmip-media/channellive/channel100064/playlist.m3u8$!
四川峨眉山综合频道,https://embl.emsyd.jrem.cn:443/aaa/003.m3u8?auth_key=1669861584-0-0-f96c19f553b976f1f9800423b10baa5b$!
四川五通桥综合频道,https://play.wtqrm.com:443/qtwz/wtqzb.m3u8?auth_key=1663323505-0-0-01843919c015a267038d6e00fd1e1519$!
四川大英新闻综合,http://zb.dysm99.com:80/live/26690_417cfae3026a11ee89e7b8599faecf3c.m3u8$!
四川四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8$!
四川巴中综合,http://ocj2.kksmg.com/ocj1/ocj1.m3u8$!
四川四川康定,http://kdfile.ganzitv.com/nmip-media/channellive/channel100663/playlist.m3u8$!
四川四川康定,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8?$!
四川泸州新闻,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8$!
四川营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8$!
四川营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8?zsicd$!
四川达州新闻,http://tv.drs.dzxw.net:80/channellive/xwzhpd-dz1.flv$!
河南频道,#genre#$!
河南焦作综合,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8?zhend$!
河南焦作综合,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8$!
河南郏县综合,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8?zhend$!
河南开封新闻综合,http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8?zhend$!
河南开封文化旅游,http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8?zhend$!
河南济源电视一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8?zhend$!
河南济源电视一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8$!
河南巩义新闻,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8?zhend$!
河南荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8?zhend$!
河南嵩县综合,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8?zhend$!
河南新安新闻,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8?zhend$!
河南宜阳综合,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8?zhend$!
河南温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8?zhend$!
河南方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8?zhend$!
河南唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8?zhend$!
河南唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8$!
河南新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8?zhend$!
河南扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8?zhend$!
河南扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8$!
河南鹿邑新闻,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8?zhend$!
河南西华综合,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8?zhend$!
河南新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8?zhend$!
河南新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8$!
河南卫辉综合,http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8?zhend$!
河南新乡县电,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8?zhend$!
河南灵宝新闻,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8?zhend$!
河南滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8?zhend$!
河南内黄综合,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8?zhend$!
河南禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8?zhend$!
河南禹州综合,http://live.dxhmt.cn:9081/tv/11081-1.m3u8$!
河南禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8$!
河南临颍综合,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8$!
河南义马新闻综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8$!
河南义马电视,http://live.dxhmt.cn:9081/tv/11281-1.m3u8$!
河南光山综合,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8$!
河南兰考新闻,http://live.dxhmt.cn:9081/tv/10225-1.m3u8$!
河南兰考新闻,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8$!
河南叶县,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8$!
河南叶县,http://live.dxhmt.cn:9081/tv/10422-1.m3u8$!
河南周口扶沟,http://live.dxhmt.cn:9081/tv/11621-1.m3u8$!
河南固始综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8$!
河南新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8$!
河南新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8$!
河南泌阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8$!
河南淅川电视,http://live.dxhmt.cn:9081/tv/11326-1.m3u8$!
河南渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8$!
河南潢川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8$!
河南登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8$!
河南郸城新闻综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8$!
河南鄢陵综合,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8$!
河南项城新闻,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8$!
贵州频道,#genre#$!
贵州七星关电视台,https://p8.vzan.com:443/slowlive/147077707554082780/live.m3u8$!
广州频道,#genre#$!
广州综合,http://php.gzzhuodou.cn/php/gz.php?id=zhonghe$!
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe$!
广州影视,http://php.gzzhuodou.cn/php/gz.php?id=yingshi$! 
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi$! 
广州新闻,http://php.gzzhuodou.cn/php/gz.php?id=xinwen$!
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen$!
广州竞赛,http://php.gzzhuodou.cn/php/gz.php?id=jingsai$!
广州法治,http://php.gzzhuodou.cn/php/gz.php?id=fazhi$!
广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi$!
南国都市,http://php.gzzhuodou.cn/php/gz.php?id=shenghuo
南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo$!
佛山影视,http://php.jdshipin.com:8880/fstv.php?id=fsys$!
佛山影视,http://8.137.59.151:3000/guangdong/foshan.php?id=fsys$!
番禺电视,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv$!
东莞综合,https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8$!
东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8$!
佛山综合,http://8.137.59.151:3000/guangdong/foshan.php?id=fszh$!
佛山公共,http://8.137.59.151:3000/guangdong/foshan.php?id=fsgg$!
佛山顺德,http://8.137.59.151:3000/guangdong/foshan.php?id=fssd$!
吉林频道,#genre#$!
吉林延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8?zjild$!
吉林延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8?zjild$!
吉林延边-1,http://live.ybtvyun.com/video/s10016-af95004b6d1a/index.m3u8?zjild$!
吉林延边-2,http://live.ybtvyun.com/video/s10006-04819ee234a7/index.m3u8?zjild$!
吉林延边朝鲜语综合,http://live.ybtvyun.com/video/s10006-b571c289a478/index.m3u8?zjild$!
吉林延边朝鲜语综合,http://live.ybtvyun.com/video/s10016-19a16c47eb99/index.m3u8?zjild$!
吉林延边汉语综合,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8?zjild$!
内蒙古频道,#genre#$!
内蒙古可克达拉综合,http://test5.btzx.com.cn/live/kkdl.stream/playlist.m3u8$!
青海频道,#genre#$!
青海门源综合,http://livecdn.dmqhyadmin.com/hls/xjmenyuan.m3u8?zqinghd$!
青海民和综合,http://livecdn.dmqhyadmin.com/hls/xjminhe.m3u8?zqinghd$!
青海兴海综合,http://lived.dmqhyadmin.com/xhzhpd/sd/live.m3u8$!
青海化隆综合,http://livecdn.dmqhyadmin.com/hls/xjhualong.m3u8$!
山西频道,#genre#$!
山西平鲁综合频道,https://stream.icelook.cn:443/790d0a0f38c07f31/6728300245723120644_1609747594.m3u8?auth_key=1893456000-0-0-0cc4be5653a88cdb748a4543643d0fdb$!
山西潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8$!
山西潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8?zshanxd$!
山西古县综合,https://l2fpdktp.live.sxmty.com:443/live/hls/e4c3b363cc4549788e2d983f403e07db/d99ce1eb686e41b9afc888110bd95aa7.m3u8$!
山西古县综合,https://l2fpdktp.live.sxmty.com/live/hls/e4c3b363cc4549788e2d983f403e07db/d99ce1eb686e41b9afc888110bd95aa7.m3u8?zshanxd$!
山西吉县新闻综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8$!
山西吉县新闻综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8?zshanxd$!
山西万荣综合频道,http://60.222.246.220:19433/hls1.m3u8$!
山西闻喜综合频道,https://www.wxhcgbds.com:8081/channelTv/WXTV_1.flv$!
山西盂县综合频道,https://stream.icelook.cn:443/7e0d542d2fa63dc5/6805067973364024324_1623030764.m3u8?auth_key=1893456000-0-0-ebaa15bb707464bcad281300c68ba081$!
山西定襄综合,http://lbyzztfe.live.sxmty.com:80/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8$!
山西定襄综合,http://lbyzztfe.live.sxmty.com/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8?zshanxd$!
山西晋中新闻,http://jzlive.jztvnews.com:90/live/jzzh.m3u8?zshanxd$!
山西晋中新闻,http://jzlive.jztvnews.com:90/live/jzzh.m3u8$!
山西晋中公共,http://jzlive.jztvnews.com:90/live/jzgg.m3u8?zshanxd$!
山西壶关电视台,http://zmjp3jin.live.sxmty.com/live/hls/268fe96f955d496db37fb10bb887cda9/fc196029d289449ea524a94a95379a0d.m3u8?zshanxd$!
山西武乡新闻综合,http://60.220.198.84:81/0.m3u8$!
山西武乡新闻综合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8?zshanxd$!
山西武乡新闻综合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8$!
山西阳曲综合,https://83awgyp5.live.sxmty.com/live/hls/6f6f4b36f9bd42628b718b595ba507ed/724b7e8907a8414d873eb2a2f69bfa18.m3u8?zshanxd$!
山西平遥新闻综合,https://tntgjhjb.live.sxmty.com/live/hls/3a4585ac11ec4e1bb07b419101b370c3/baf63e2b313440c2a25d7859f9b73b05-1.m3u8?zshanxd$!
山西灵石新闻综合,https://live-stream.lsxrmtzx.com/live/video.m3u8?zshanxd$!
山西闻喜综合,https://www.wxhcgbds.com:8081/channelTv/WXTV_1.m3u8?zshanxd$!
山西宁武综合,https://fvsln5ps.live.sxmty.com/live/hls/7922d2cdc4734bb3921826418cfa992d/cd7756e2135a48758e73017d502d8ec1-1.m3u8?zshanxd$!
山西原平综合,http://xkmspyxn.live.sxmty.com/live/hls/65072fcc05414062bf02088d2a2a77b2/9da977614b044ef59d11779e997a12f8-1.m3u8?zshanxd$!
山西高平综合,http://live.gprmt.cn/gpnews/hd/live.m3u8?zshanxd$!
山西怀仁综合,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8?zshanxd$!
山西五台综合,https://568slnjf.live.sxmty.com/live/hls/90c8b2efeb164cc0a6c2409eed668d6b/f77cbb89ec57435b9ba4c47589c16e4f-1.m3u8?zshanxd$!
山西晋中公共频道,http://jzlive.jztvnews.com:90/live/jzgg.m3u8$!
山西汾西综合,https://qmmqvzoz.live.sxmty.com/live/hls/f24f8a390c084386a564074c9260100c/be3fdf07606145739ab2c4b80fe0136a.m3u8?zshanxd$!

美丽云南,https://www.ynbit.com:1937/cyds-mlyn/livestream/playlist.m3u8?zyund$!
云南麻栗坡,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8$!
云南麻栗坡,https://m3u8.channel.wsrtv.com.cn/nmip-media/channellive/channel107237/playlist.m3u8$!
云南麻栗坡,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8?zyund$!

福建建宁综合频道,https://p2.weizan.cn/2144741973/075444991326676404/live.m3u8?zfud$!
福建漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8?zfud$!
福建三明新闻综合,http://fjnhdb.chinashadt.com:2036/live/stream:nh2.stream/playlist.m3u8?zfud$!
福建宁化电视一套,http://fjnhdb.chinashadt.com:2036/live/stream:nh1.stream/playlist.m3u8?fujian$!

内蒙综合,https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=173f71025a2de64458989cfb281a0a37&txTime=771E8800$!
经济生活,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=8e4b7cf6a2c8a75f74aef1a8a07cef43&txTime=771E8800$!
内蒙少儿,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=ff5a1fd70ea228ee35b0d29895f37c56&txTime=771E8800$!
文体娱乐,https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=82ed51a2a4cbf85b62fec8ef2bfe4529&txTime=771E8800$!
农牧频道,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=b5e44fcd9473993661f17746112ad1b7&txTime=771E8800$!
蒙语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=e2b255285dd119a92c8aa5cdf00f8b84&txTime=771EF880$!
蒙语文化,https://livestream-bt.nmtv.cn/nmtv/2321general.m3u8?txSecret=2250268a1d326dbbc4cbf0ba32649ca5&txTime=771E8800$!
呼市星闻综合,https://livestream-bt.nmtv.cn/nmtv/2331general.m3u8?txSecret=70072e9dff1f4042fcefde5b001af668&txTime=771E8800$!
包头星闻,https://livestream-bt.nmtv.cn/nmtv/2358general.m3u8?txSecret=d5a1fe0898512f4a1d513bc0f9c5b751&txTime=771E8800$!
赤峰新闻,https://livestream-bt.nmtv.cn/nmtv/2351general.m3u8?txSecret=08be8d464e60db2c3aa1e8e7d742f71d&txTime=771E8800$!
乌兰综合,https://livestream-bt.nmtv.cn/nmtv/2354general.m3u8?txSecret=8bca81250fd7df3b633efcbb6150b0c6&txTime=771E8800$!
内蒙综合,https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=b4373417a82ed64e52b0982a66da8df2&txTime=771E8800$!
经济生活,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=112b2c4c872de52b0f37aff6ead63ef0&txTime=771E8800$!
内蒙少儿,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=a2c948908728a0733cecbe1fadea23dc&txTime=771E8800$!
文体娱乐,https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=c7b5c515d2bb6df442492d54955329a3&txTime=771E8800$!
农牧频道,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=4d368a175afa19737a9f5be10af24fe2&txTime=771E8800$!
蒙语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=4971666599ef9411629213c9a300bf66&txTime=771EF880$!
蒙语文化,https://livestream-bt.nmtv.cn/nmtv/2321general.m3u8?txSecret=d9d0fd7a252ef56b515c46a2e21830f4&txTime=771E8800$!
呼和浩特新闻综合,https://livestream-bt.nmtv.cn/nmtv/2331general.m3u8?txSecret=4d7342ca5cd74480526ab6d292247aff&txTime=771E8800$!
包头新闻综合,https://livestream-bt.nmtv.cn/nmtv/2358general.m3u8?txSecret=98390a77c143a68f0fd64bfe6e181dcb&txTime=771E8800$!
鄂尔多斯新闻综合,https://livestream-bt.nmtv.cn/nmtv/2349general.m3u8?txSecret=e44477052aba305cadeea45aaf1c674a&txTime=771E8800$!
巴彦淖尔新闻综合,https://livestream-bt.nmtv.cn/nmtv/2348general.m3u8?txSecret=6a4ddce077e41b976fe33619fbef2b30&txTime=771E8800$!
赤峰新闻综合,https://livestream-bt.nmtv.cn/nmtv/2351general.m3u8?txSecret=8857087aeec2cec44d178a18550fdb8a&txTime=771E8800$!
乌兰察布新闻综合,https://livestream-bt.nmtv.cn/nmtv/2354general.m3u8?txSecret=cf5f71d0000862b18f5813607b3dfd5b&txTime=771E8800$!
安徽经济生活,http://43.129.81.169/live.ahsx.ahtv.cn/live/jjshtv.m3u8$!
安徽公共,http://43.129.81.169/live.ahsx.ahtv.cn/live/ggtv.m3u8$!
安徽农业科教,http://43.129.81.169/live.ahsx.ahtv.cn/live/nykjtv.m3u8$!
安徽影视,http://43.129.81.169/live.ahsx.ahtv.cn/live/ystv.m3u8$!
安徽综艺体育,http://43.129.81.169/live.ahsx.ahtv.cn/live/zytytv.m3u8$!
安徽国际,http://43.129.81.169/live.ahsx.ahtv.cn/live/gjtv.m3u8$!
安庆新闻综合,http://43.129.81.169/nrtapush.ahsx.ahtv.cn/live/aqpd.m3u8$!
蚌埠新闻,http://43.129.81.169/live.ahsx.ahtv.cn/live/bbtv.m3u8$!
淮北新闻综合,http://43.129.81.169/live.ahsx.ahtv.cn/live/hbds.m3u8$!
六安综合,http://43.129.81.169/live.ahsx.ahtv.cn/live/latv.m3u8$!
芜湖新闻综合,http://43.129.81.169/live.ahsx.ahtv.cn/live/whpd.m3u8$!
宣城综合,http://43.129.81.169/live.ahsx.ahtv.cn/live/xctv.m3u8$!
安徽经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959/hls.m3u8$!
安徽经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959.flv$!
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8$!
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd$!
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3.flv$!
安徽导视,https://livehls1.appcoo.com/liveshopping/949E0A98C9D0C311/6D925141BC1F8C28/index.m3u8$!
安徽固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8?zanhd$!
宿州公共,http://live.ahsz.tv/video/s10001-ggpd/index.m3u8?zanhd$!
宿州公共,http://live.ahsz.tv/video/s10001-ggpd/index.m3u8$!
宿州科教,http://live.ahsz.tv/video/s10001-kxjy/index.m3u8$!
宿州新闻综合,http://live.ahsz.tv/video/s10001-szzh/index.m3u8$!
广西桂林新闻综合,https://pull.gltvs.com:443/live/glxw/playlist.m3u8?v=b0528684bf934e120e1c30fc808e6576&t=1796868188$!
广西灌阳新闻综合,https://lives.myun.tv:443/live/lx1reyg0.m3u8$!
广西资源电视台,https://rtmp.gdlive.gdmain.com:443/live/5z4yjgm0.m3u8$!
广西宾阳综合,https://rtmp.gdlive.gdmain.com:443/live/lgmzjyml.m3u8$!
广西龙州综合,https://rtmp.gdlive.gdmain.com:443/live/56jkpxkl.m3u8$!
广西凭祥综合,https://rtmp.gdlive.gdmain.com:443/live/lnbyv3ol.m3u8$!
广西天等综合,https://lives.myun.tv:443/live/56jkerol.m3u8$!
